Jahr;Monat;Tag;Temp. [°C];Nied. 6-6 [mm];Nied. 0-0 [mm];ET[mm];Ref. ET [mm];Gesamtverbrauch [^m^3/d];Kommentar Verbrauch;Quellwasser [m^3];Buebental [m^3];Schooren [m^3];Grundwasser tot. ;Gruppenbezug [m^3];Gesamtförderung [m^3/d];Kommentar Förderung;Ständige Wohnbevölkerung;;ET [mm/d];Ref ET [mm/d];Abfluss Uze [m^3/d]
2019;10;20191001;14.82211636;7.479147161;7.518437768;1.157880697;2.195050952;973;;283;69;588;657;56;996;;6403;;1.157880697;2.2;5529.6
2019;10;20191002;12.04202224;17.50101929;17.1820971;0.174187759;1.106464149;927;;284;69;568;637;22;943;;6403;;0.174187759;1.1;9158.4
2019;10;20191003;7.859069381;0;0;0.748963879;1.421513438;876;;310;69;620;689;6;1005;;6403;;0.748963879;1.4;9331.2
2019;10;20191004;9.455019445;3.319733983;2.72587706;0.095089718;0.812431147;905;;285;0;577;577;10;872;;6403;;0.095089718;0.8;7171.2
2019;10;20191005;11.47206658;9.573336431;11.33735478;0.093596096;0.998597498;928;;242;0;525;525;221;988;;6403;;0.093596096;1;12528
2019;10;20191006;10.97502489;20.03046405;21.15009632;0.056287509;0.786100454;928;;238;0;601;601;182;1021;;6403;;0.056287509;0.8;26352
2019;10;20191007;10.20792797;0.031983355;0.420269174;0.546851448;1.36002252;975;;349;0;645;645;38;1032;;6403;;0.546851448;1.4;37929.6
2019;10;20191008;12.61071438;22.57155089;1.665872639;0.30872894;1.264521119;884;;494;137;373;510;-32;972;;6403;;0.30872894;1.3;16070.4
2019;10;20191009;11.17696391;23.79616432;42.08924576;0.067587229;0.780067559;914;;124;138;512;650;148;922;;6403;;0.067587229;0.8;135648
2019;10;20191010;10.69493077;0.127933419;1.046502811;0.43791293;1.33577834;892;;246;138;559;697;-11;932;;6403;;0.43791293;1.3;55468.8
2019;10;20191011;9.566077627;0;0;0.824230308;1.415414646;923;;849;137;2;139;-12;976;;6403;;0.824230308;1.4;32140.8
2019;10;20191012;12.48785019;0;0;0.735975425;1.478420665;965;;854;138;1;139;-10;983;;6403;;0.735975425;1.5;24710.4
2019;10;20191013;14.10700825;0;0;0.73532617;1.436928084;1121;Hydrant umgefahren;798;138;16;154;80;1032;;6403;;0.73532617;1.4;16156.8
2019;10;20191014;13.30792797;0.018986155;0;0.614227584;1.510784252;984;;756;138;193;331;-41;1046;;6403;;0.614227584;1.5;12700.8
2019;10;20191015;10.8218449;11.26728395;10.01924006;0.109587773;1.357094087;904;;709;138;219;357;6;1072;;6403;;0.109587773;1.4;15120
2019;10;20191016;10.21704714;0;0;0.910796458;1.304564496;977;;705;138;113;251;-60;896;;6403;;0.910796458;1.3;15724.8
2019;10;20191017;11.97696391;0.280841947;0;0.671797623;1.170872669;900;;663;138;264;402;-8;1057;;6403;;0.671797623;1.2;12355.2
2019;10;20191018;12.63198335;0.562703185;0.062825124;0.143486934;0.978486562;968;;616;138;111;249;-99;766;;6403;;0.143486934;1;11577.6
2019;10;20191019;12.25906938;1.706836347;1.34197256;0.11790025;0.836928084;988;;592;138;247;385;39;1016;;6403;;0.11790025;0.8;11404.8
2019;10;20191020;11.60690868;0.26396671;0;0.080591662;1.255634053;1047;;571;138;519;657;-83;1145;;6403;;0.080591662;1.3;11059.2
2019;10;20191021;13.74590028;0.159916774;0.2;0.080591662;0.76002252;995;;526;138;299;437;31;994;;6403;;0.080591662;0.8;9676.8
2019;10;20191022;12.86607763;0;0.024977714;0.043494167;0.615480543;952;;516;138;153;291;92;899;;6403;;0.043494167;0.6;9244.8
2019;10;20191023;12.29299175;0;0;0.111292487;1.070993632;1005;;486;138;392;530;-5;1011;;6403;;0.111292487;1.1;8726.4
2019;10;20191024;13.2128253;0.095950064;0;0.104473632;0.926198898;967;;489;138;313;451;5;945;;6403;;0.104473632;0.9;8035.2
2019;10;20191025;12.57805554;0;0;0.311700204;0.849425128;1017;;434;138;517;655;-40;1049;;6403;;0.311700204;0.8;7689.6
2019;10;20191026;9.544232726;0;0;0.253285798;0.808950497;985;;431;138;655;793;-60;1164;;6403;;0.253285798;0.8;6998.4
2019;10;20191027;12.56583339;1.685063781;0.308072012;0.580766587;1.032231793;1011;;445;138;125;263;155;863;;6403;;0.580766587;1;6566.4
2019;10;20191028;10.18295286;8.672066581;7.145830278;0.028996111;0.5;932;;310;138;644;782;-48;1044;;6403;;0.028996111;0.5;8726.4
2019;10;20191029;7.553080426;9.38108618;11.36610736;0.032194447;0.441558478;974;;401;138;459;597;-33;965;;6403;;0.032194447;0.4;16416
2019;10;20191030;6.721097072;13.5166431;17.57319168;0.032194447;0.441558478;1031;;330;138;586;724;-88;966;;6403;;0.032194447;0.4;41472
2019;10;20191031;6.63603329;0.068016645;1.360717574;0.032194447;0.441558478;978;;573;138;446;584;5;1162;;6403;;0.032194447;0.4;37152
2019;11;20191101;9.644980555;2.710714385;1.28704116;0.041789453;0.507613893;949;;702;138;220;358;-81;979;;6403;;0.041789453;0.5;20822.4
2019;11;20191102;12.46185579;3.124875544;1.746681099;0.167791087;0.820045039;980;;655;138;145;283;10;948;;6403;;0.167791087;0.8;17193.6
2019;11;20191103;10.24202224;3.622864192;5.865110156;0.057992222;0.646122974;985;;635;138;212;350;-82;903;;6403;;0.057992222;0.6;17798.4
2019;11;20191104;10.21898615;3.727073926;2.26887873;0.310417674;0.898531601;992;;630;138;420;558;9;1197;;6403;;0.310417674;0.9;16675.2
2019;11;20191105;8.13603329;3.345080119;1.873142355;0.149672513;0.493967105;986;;618;138;211;349;-18;949;;6403;;0.149672513;0.5;16156.8
2019;11;20191106;6.658897482;0.314936219;1.92533429;0.077393327;0.496950604;996;;610;138;344;482;-58;1034;;6403;;0.077393327;0.5;17366.4
2019;11;20191107;5.198980708;5.047839301;2.783410255;0.085494711;0.404564496;949;;611;138;404;542;-55;1098;;6403;;0.085494711;0.4;16502.4
2019;11;20191108;4.157130362;3.993323452;6.451259875;0.035392782;0.36002252;990;;617;0;215;215;-58;774;;6403;;0.035392782;0.4;22896
2019;11;20191109;4.322016799;0;0;0.0564986;0.378486562;1911;Leitungsbruch Riggenschwil;684;138;453;591;428;1703;;6403;;0.0564986;0.4;22896
2019;11;20191110;2.741002953;0;0;0.122381115;0.297016501;1010;;670;138;594;732;10;1412;;6403;;0.122381115;0.3;17193.6
2019;11;20191111;3.730044336;2.530315799;2.931169795;0.127073073;0.36002252;1111;;638;138;339;477;-37;1078;;6403;;0.127073073;0.4;15552
2019;11;20191112;4.592991754;0.144980555;0.844979456;0.238365559;0.449425128;1128;;628;138;416;554;26;1208;;6403;;0.238365559;0.4;14083.2
2019;11;20191113;3.182105471;0;0;0.174609942;0.412431147;977;;599;138;316;454;-82;971;;6403;;0.174609942;0.4;12096
2019;11;20191114;1.908748136;0;0;0.148178891;0.6478333;982;;580;138;350;488;-20;1048;;6403;;0.148178891;0.6;12009.6
2019;11;20191115;3.471047289;1.85865325;1.670540559;0.046692502;0.486287315;992;;558;138;349;487;-93;952;;6403;;0.046692502;0.5;12355.2
2019;11;20191116;3.477955971;0.679074827;0;0.151377226;0.315480543;1014;;514;138;351;489;1;1004;;6403;;0.151377226;0.3;11232
2019;11;20191117;3.798980708;3.098332444;4.160045846;0.032194447;0.36002252;1023;;532;137;318;455;-44;943;;6403;;0.032194447;0.4;12355.2
2019;11;20191118;3.762947418;0;0;0.139006068;0.438509081;984;;504;138;599;737;-20;1221;;6403;;0.139006068;0.4;12096
2019;11;20191119;2.285983508;0;0;0.051384459;0.333944585;989;;488;138;328;466;-29;925;;6403;;0.051384459;0.3;11836.8
2019;11;20191120;4.354000154;0;0;0.046692502;0.430961086;960;;479;138;469;607;-65;1021;;6403;;0.046692502;0.4;11232
2019;11;20191121;3.376864345;0;0;0.043494167;0.275503063;1023;;465;138;409;547;-73;939;;6403;;0.043494167;0.3;10713.6
2019;11;20191122;3.204049936;0;0;0.032194447;0.407734856;980;;461;137;534;671;-17;1115;;6403;;0.032194447;0.4;9936
2019;11;20191123;5.693811917;0;0;0.053300265;1.24351073;1033;;434;138;457;595;-54;975;;6403;;0.053300265;1.2;9504
2019;11;20191124;5.889861545;0;0;0.064388893;0.467823273;1032;;428;138;473;611;-13;1026;;6403;;0.064388893;0.5;8467.2
2019;11;20191125;5.194930773;0.7740056;0.17098628;0.020894726;0.3;976;;424;138;578;716;-39;1101;;6403;;0.020894726;0.3;8294.4
2019;11;20191126;5.775944618;0.068016645;0.57511143;0.030489733;0.233944585;985;;401;138;488;626;-58;969;;6403;;0.030489733;0.2;8208
2019;11;20191127;7.22657033;4.178658696;2.425245146;0.089975577;0.523028538;959;;398;138;504;642;-23;1017;;6403;;0.089975577;0.5;8467.2
2019;11;20191128;7.949778319;5.069482329;2.794351495;0.061190558;0.67073251;943;;377;138;480;618;-70;925;;6403;;0.061190558;0.7;10195.2
2019;11;20191129;6.42303609;12.44152801;13.73624443;0.038591118;0.306145494;947;;393;138;540;678;-83;988;;6403;;0.038591118;0.3;20822.4
2019;11;20191130;2.835013999;0;0;0.101697481;0.190983606;975;;325;138;659;797;9;1131;;6403;;0.101697481;0.2;29635.2
2019;12;20191201;2.238144208;2.847938865;0.616994846;0.027291398;0.26002252;978;;525;138;252;390;-87;828;;6403;;0.027291398;0.3;18057.6
2019;12;20191202;1.825147007;0.277135808;2.319596641;0.04519888;0.36002252;959;;504;138;379;517;2;1023;;6403;;0.04519888;0.4;17280
2019;12;20191203;-0.440110457;0;0;0.140077507;0.180386214;951;;503;138;368;506;-28;981;;6403;;0.140077507;0.2;15465.6
2019;12;20191204;-0.329872438;0;0;0.024093062;0.215480543;977;;501;138;380;518;-95;924;;6403;;0.024093062;0.2;12700.8
2019;12;20191205;-0.990133008;0;0;0.017696391;0.181535958;947;;473;138;471;609;-42;1040;;6403;;0.017696391;0.2;11836.8
2019;12;20191206;0.777295607;0.437800411;0.13784741;0.213217039;0.246057077;997;;494;138;487;625;-47;1072;;6403;;0.213217039;0.2;11059.2
2019;12;20191207;7.784891883;0.050969509;0.158699974;0.077393327;0.641492581;982;;465;138;429;567;-58;974;;6403;;0.077393327;0.6;10368
2019;12;20191208;7.684719984;1.084719984;0.296636527;0.265007702;0.696631949;982;;463;138;419;557;-47;973;;6403;;0.265007702;0.7;9331.2
2019;12;20191209;6.476116517;5.883571155;4.552654272;0.119816055;0.927658932;964;;436;138;426;564;3;1003;;6403;;0.119816055;0.9;10195.2
2019;12;20191210;1.359989108;0.037972309;1.082559434;0.082296376;0.193967105;958;;461;138;412;550;-26;985;;6403;;0.082296376;0.2;13305.6
2019;12;20191211;-0.525074673;3.692503289;1.516905702;0.024093062;0.315414646;961;;454;138;495;633;-62;1025;;6403;;0.024093062;0.3;11750.4
2019;12;20191212;1.068936372;1.682952864;2.84919375;0.0564986;0.196950604;973;;441;138;367;505;-46;900;;6403;;0.0564986;0.2;12873.6
2019;12;20191213;2.329025045;5.791399564;3.005381073;0.055004978;0.51236525;978;;461;138;494;632;-76;1017;;6403;;0.055004978;0.5;13392
2019;12;20191214;6.937972309;0.542770073;0.547175345;0.134314111;0.938443184;990;;436;138;489;627;-5;1058;;6403;;0.134314111;0.9;12614.4
2019;12;20191215;8.444537193;0;0;0.096794431;0.743326336;1037;;452;138;422;560;-49;963;;6403;;0.096794431;0.7;11232
2019;12;20191216;2.917794964;0;0;0.040295831;0.358496589;991;;432;138;504;642;3;1077;;6403;;0.040295831;0.4;10886.4
2019;12;20191217;4.167573284;0;0;0.020894727;0.903280492;940;;413;138;409;547;-21;939;;6403;;0.020894727;0.9;9763.2
2019;12;20191218;4.868420677;0;0;0.056287509;0.326264795;977;;415;138;509;647;-7;1055;;6403;;0.056287509;0.3;8899.2
2019;12;20191219;3.172642511;0;0;0.064388893;0.509258321;948;;400;138;499;637;-68;969;;6403;;0.064388893;0.5;8726.4
2019;12;20191220;5.582105471;5.584243619;6.430051541;0.048608307;1.338459914;907;;398;138;487;625;-30;993;;6403;;0.048608307;1.3;9763.2
2019;12;20191221;4.0348421;2.310470152;1.570897136;0.020894726;0.278486562;957;;396;138;457;595;-34;957;;6403;;0.020894726;0.3;12873.6
2019;12;20191222;5.105817056;5.957721423;3.310089612;0.024093062;0.419979142;947;;396;138;428;566;-21;941;;6403;;0.024093062;0.4;14688
2019;12;20191223;5.376116517;2.88348369;2.435651521;0.020894727;0.400112599;926;;411;138;469;607;-45;973;;6403;;0.020894727;0.4;16502.4
2019;12;20191224;5.299828101;6.456641897;6.143861202;0.024093062;0.446057077;942;;414;138;469;607;-66;955;;6403;;0.024093062;0.4;17625.6
2019;12;20191225;5.63603329;3.562471052;3.88134413;0.028996111;0.372453666;953;;461;138;438;576;-77;960;;6403;;0.028996111;0.4;20995.2
2019;12;20191226;2.722116363;3.402641743;0.475022286;0.017696391;0.333944585;881;;469;138;482;620;7;1096;;6403;;0.017696391;0.3;17625.6
2019;12;20191227;5.437972309;4.006935912;6.954089289;0.017696391;0.318464042;902;;495;138;295;433;-64;864;;6403;;0.017696391;0.3;17884.8
2019;12;20191228;2.1870028;0;0.174843998;0.017696391;0.286100454;878;;500;138;168;306;-2;804;;6403;;0.017696391;0.3;19699.2
2019;12;20191229;-0.888022091;0;0;0.032194447;0.144541977;876;;503;138;321;459;-60;902;;6403;;0.032194447;0.1;17798.4
2019;12;20191230;-1.117894529;0;0;0.017696391;0.126077935;948;;503;138;253;391;-47;847;;6403;;0.017696391;0.1;14169.6
2019;12;20191231;-1.634941665;0;0;0.01129972;0.133944585;895;;495;138;470;608;-46;1057;;6403;;0.01129972;0.1;12528
2020;1;20200101;-1.168864038;0;0;0.01129972;0.2;839;;473;138;256;394;-68;799;;6491;;0.01129972;0.2;11836.8
2020;1;20200102;-2.169207835;0;0;0.01129972;0.163071916;872;;465;138;329;467;-51;881;;6491;;0.01129972;0.2;11059.2
2020;1;20200103;2.36454264;1.167096918;2.035700046;0.044987788;0.35234273;895;;462;138;365;503;-66;899;;6491;;0.044987788;0.4;10800
2020;1;20200104;5.261008399;1.374852993;1.612423975;0.020894727;0.421626037;932;;456;138;415;553;-47;962;;6491;;0.020894727;0.4;10540.8
2020;1;20200105;1.063867145;0;0;0.088693047;0.093967105;990;;431;138;435;573;-28;976;;6491;;0.088693047;0.1;9590.4
2020;1;20200106;-1.47992222;0;0;0.008101385;0.163006019;937;;428;138;475;613;-10;1031;;6491;;0.008101385;0.2;9417.6
2020;1;20200107;1.925478705;0;0;0.020894726;0.376839667;941;;399;138;200;338;-23;714;;6491;;0.020894726;0.4;9158.4
2020;1;20200108;0.317794964;0;0;0.024093062;0.233878688;969;;396;138;462;600;-73;923;;6491;;0.024093062;0.2;8726.4
2020;1;20200109;2.81653144;0;0;0.140077506;0.359956623;950;;394;138;665;803;-90;1107;;6491;;0.140077506;0.4;8294.4
2020;1;20200110;6.302171152;0.544980555;0.54565199;0.098288053;0.676699508;971;;391;138;594;732;-7;1116;;6491;;0.098288053;0.7;7689.6
2020;1;20200111;3.454172052;0.049030491;0.586952016;0.028996111;0.178486562;986;;366;138;520;658;50;1074;;6491;;0.028996111;0.2;7344
2020;1;20200112;-0.195202236;0;0;0.048186124;0.096950604;1010;;363;138;289;427;209;999;;6491;;0.048186124;0.1;6912
2020;1;20200113;-0.500271463;0;0;0.020894726;0.218464042;887;;340;138;446;584;-203;721;;6491;;0.020894726;0.2;6912
2020;1;20200114;1.388697586;0;0;0.128777786;0.318145387;1264;Reservoirreinigung;345;138;620;758;149;1252;;6491;;0.128777786;0.3;6739.2
2020;1;20200115;3.836364988;0;0;0.157984989;0.515095991;946;;330;138;648;786;-35;1081;;6491;;0.157984989;0.5;6566.4
2020;1;20200116;4.309523195;0;0;0.112786109;0.341492581;977;;335;138;576;714;-91;958;;6491;;0.112786109;0.3;6480
2020;1;20200117;3.374852993;3.234425969;1.929823922;0.054793887;0.404498599;972;;311;138;279;417;74;802;;6491;;0.054793887;0.4;6825.6
2020;1;20200118;3.383872591;0.127933419;2.107180571;0.038591118;0.353989624;981;;307;257;1;258;267;832;;6491;;0.038591118;0.4;9331.2
2020;1;20200119;0.635013999;0.031983355;0.024977714;0.020894727;0.275503063;1044;;307;303;2;305;725;1337;;6491;;0.020894727;0.3;7430.4
2020;1;20200120;-0.334193836;0;0;0.068009412;0.324928191;990;;306;138;1;139;443;888;;6491;;0.068009412;0.3;7430.4
2020;1;20200121;-1.970055228;0;0;0.027291398;0.215480543;981;;285;138;0;138;560;983;;6491;;0.027291398;0.2;6825.6
2020;1;20200122;-1.972913974;0;0;0.006396671;0.215480543;942;;284;137;0;137;465;886;;6491;;0.006396671;0.2;6652.8
2020;1;20200123;-2.391900129;0;0;0.006396671;0.241558478;967;;281;138;298;436;316;1033;;6491;;0.006396671;0.2;6566.4
2020;1;20200124;-2.10295831;0;0;0.01129972;0.236928084;973;;282;138;622;760;88;1130;;6491;;0.01129972;0.2;6048
2020;1;20200125;-0.258149654;0;0;0.035392782;0.218464042;984;;261;138;660;798;22;1081;;6491;;0.035392782;0.2;5875.2
2020;1;20200126;1.010714385;0.818986155;0.620941708;0.033688068;0.233944585;1015;;281;138;584;722;-42;961;;6491;;0.033688068;0.2;5788.8
2020;1;20200127;4.89468654;5.048270563;0.362914268;0.052878081;0.49364845;955;;260;138;656;794;-12;1042;;6491;;0.052878081;0.5;6048
2020;1;20200128;4.001939019;14.10734572;13.34264429;0.020894727;0.586034557;948;;281;138;621;759;-32;1008;;6491;;0.020894727;0.6;14169.6
2020;1;20200129;3.553080426;1.251645004;3.6957849;0.017696391;0.384632056;950;;261;138;653;791;-130;922;;6491;;0.017696391;0.4;19440
2020;1;20200130;5.604897329;3.190464706;2.375516531;0.111292487;0.575184408;952;;289;138;510;648;1;938;;6491;;0.111292487;0.6;13910.4
2020;1;20200131;10.54995022;0;0.054080578;0.074194991;0.858554121;985;;308;138;482;620;42;970;;6491;;0.074194991;0.9;11232
2020;2;20200201;9.875600821;3.660188237;4.459916082;0.070996656;0.898465704;971;;307;138;619;757;10;1074;;6491;;0.070996656;0.9;11836.8
2020;2;20200202;11.27805554;6.40255731;3.931753184;0.020894727;0.897063202;941;;274;138;526;664;-69;869;;6491;;0.020894727;0.9;16416
2020;2;20200203;12.11401649;19.14845978;14.09874715;0.03389916;1.410391335;895;;;;;0;220;220;fehlende Daten;6491;;0.03389916;1.4;60048
2020;2;20200204;4.727086026;7.873028669;12.03718359;0.048397216;2.081901314;900;;522;138;291;429;-39;912;;6491;;0.048397216;2.1;66268.8
2020;2;20200205;1.766997354;0.049030491;0.383005154;0.093596096;0.52791169;871;;754;138;194;332;-37;1049;;6491;;0.093596096;0.5;38793.6
2020;2;20200206;-0.6171467;0;0;0.15179941;0.490983606;915;;729;138;30;168;-7;890;;6491;;0.15179941;0.5;29289.6
2020;2;20200207;-0.493091319;0;0;0.135596641;0.415480543;912;;692;138;208;346;-55;983;;6491;;0.135596641;0.4;22809.6
2020;2;20200208;0.469955664;0;0;0.116195536;0.536928084;1003;;640;138;225;363;-38;965;;6491;;0.116195536;0.5;18662.4
2020;2;20200209;5.58641477;0.049030491;0;0.313193826;1.101196445;1027;;615;138;226;364;-60;919;;6491;;0.313193826;1.1;15379.2
2020;2;20200210;10.61003889;11.95491988;7.786684584;0.12791744;2.38495071;1040;;468;138;437;575;-18;1025;;6491;;0.12791744;2.4;24969.6
2020;2;20200211;4.766077627;7.144908221;11.43749083;0.03389916;1.240090079;1015;;531;138;507;645;-38;1138;;6491;;0.03389916;1.2;38966.4
2020;2;20200212;3.683872591;0.031983355;1.112423975;0.108516335;1.032542083;1028;;782;138;209;347;-5;1124;;6491;;0.108516335;1;34041.6
2020;2;20200213;3.643041536;19.56227495;15.33591815;0.059696936;1.044157425;989;;755;138;138;276;-34;997;;6491;;0.059696936;1;36720
2020;2;20200214;5.416027844;0.758321552;1.949056082;0.054793887;0.653989624;1011;;292;138;445;583;51;926;;6491;;0.054793887;0.7;50803.2
2020;2;20200215;3.644808656;0;0;0.154575562;0.781470061;1045;;922;138;139;277;-17;1182;;6491;;0.154575562;0.8;33868.8
2020;2;20200216;8.173001439;0;0;0.115984444;1.344017266;1055;;336;138;373;511;111;958;;6491;;0.115984444;1.3;24537.6
2020;2;20200217;9.481761674;8.482551864;5.425245146;0.129411061;1.683303816;1061;;884;138;195;333;5;1222;;6491;;0.129411061;1.7;21600
2020;2;20200218;4.900747829;0;0.049955428;0.182078051;0.995548102;1026;;778;138;138;276;-51;1003;;6491;;0.182078051;1;21772.8
2020;2;20200219;4.130792165;3.565317698;2.075962252;0.141993312;1.055570622;983;Egg Wartung Ozon;753;138;211;349;-48;1054;;6491;;0.141993312;1.1;21945.6
2020;2;20200220;5.832658849;0.929124609;0.020941708;0.35008023;1.138190427;1026;;733;138;198;336;-49;1020;;6491;;0.35008023;1.1;23500.8
2020;2;20200221;5.063119317;0;0.965516063;0.300611576;1.109447648;1044;;632;138;292;430;-56;1006;;6491;;0.300611576;1.1;21340.8
2020;2;20200222;6.997889083;0.175944618;0;0.554530649;1.489336711;1013;;689;138;262;400;-38;1051;;6491;;0.554530649;1.5;18835.2
2020;2;20200223;12.94110252;0;0.208744546;0.178019369;2.692001555;1015;;680;138;234;372;-69;983;;6491;;0.178019369;2.7;14428.8
2020;2;20200224;12.60084739;0.196121963;0.940676018;0.413186593;1.739771424;1012;;668;138;256;394;-18;1044;;6491;;0.413186593;1.7;13392
2020;2;20200225;7.52480321;14.1212511;7.433723065;0.133891927;1.377018163;976;;646;138;230;368;3;1017;;6491;;0.133891927;1.4;17280
2020;2;20200226;1.659069381;6.170658389;9.768109953;0.064599985;0.938509081;986;;652;138;317;455;-70;1037;;6491;;0.064599985;0.9;28684.8
2020;2;20200227;2.151141408;7.75807732;6.477575556;0.109798865;0.875437166;960;;587;138;246;384;-31;940;;6491;;0.109798865;0.9;28339.2
2020;2;20200228;3.815108117;0.162027691;0.554663967;0.700355571;1.467823273;998;;693;138;279;417;-95;1015;;6491;;0.700355571;1.5;38534.4
2020;2;20200229;8.209966556;23.09720452;12.33371355;0.234095785;1.619660487;1020;;657;138;287;425;1;1083;;6491;;0.234095785;1.6;38534.4
2020;3;20200301;7.755019445;1.690980401;6.732871438;0.523829825;1.761603517;1005;;152;138;426;564;75;791;Quellen im Verwurf Starkregen;6491;;0.523829825;1.8;79142.4
2020;3;20200302;4.617966863;6.378586362;2.948610361;0.06779832;0.97257463;985;;906;138;370;508;-184;1230;;6491;;0.06779832;1;41904
2020;3;20200303;3.779994554;0.227833855;3.121841054;0.274180525;1.111028645;984;;836;138;240;378;-96;1118;;6491;;0.274180525;1.1;36374.4
2020;3;20200304;4.037972309;0.604897329;0;0.348375516;1.201580997;1009;;795;138;178;316;-72;1039;;6491;;0.348375516;1.2;26870.4
2020;3;20200305;5.003878037;15.56373761;11.54178637;0.041789453;0.686287315;1042;;519;138;239;377;-28;868;;6491;;0.041789453;0.7;44236.8
2020;3;20200306;5.395102671;2.287678294;2.022019342;0.141993311;1.31706154;1016;;724;138;345;483;-70;1137;;6491;;0.141993311;1.3;43372.8
2020;3;20200307;3.481933573;0.049030491;1.548480598;0.18826363;0.924675433;1029;;757;138;254;392;-19;1130;;6491;;0.18826363;0.9;36892.8
2020;3;20200308;3.805069227;3.143129001;0;0.677333947;1.302983499;1031;;651;138;196;334;-89;896;;6491;;0.677333947;1.3;28425.6
2020;3;20200309;4.9348421;5.24153378;6.932069141;0.098076962;0.881648557;1038;;957;138;214;352;-184;1125;;6491;;0.098076962;0.9;28512
2020;3;20200310;5.313916927;9.031711892;11.00821759;0.05138446;0.784632056;1004;;727;138;198;336;-85;978;;6491;;0.05138446;0.8;33696
2020;3;20200311;12.235014;0;0.074933142;0.389304623;1.855636519;1015;;765;138;382;520;-226;1059;;6491;;0.389304623;1.9;31968
2020;3;20200312;11.83780041;0.456038737;0.174843998;0.413819868;1.830642431;1039;;969;138;230;368;-313;1024;;6491;;0.413819868;1.8;25920
2020;3;20200313;6.642941972;0;1.11560916;0.584387108;1.408045146;1049;;916;138;177;315;-180;1051;;6491;;0.584387108;1.4;21945.6
2020;3;20200314;4.372986308;0;0;0.445153968;1.273922065;1102;;885;138;301;439;-45;1279;;6491;;0.445153968;1.3;19353.6
2020;3;20200315;5.342941972;0;0;0.922518362;1.749425128;1086;;849;138;147;285;-49;1085;;6491;;0.922518362;1.7;18316.8
2020;3;20200316;7.744880991;0;0;1.045321661;1.957291778;1063;;760;138;171;309;-34;1035;;6491;;1.045321661;2;17020.8
2020;3;20200317;8.692991754;0;0;0.420865793;1.64447608;1063;;717;138;269;407;-71;1053;;6491;;0.420865793;1.6;14688
2020;3;20200318;8.949950218;0;0;0.895438056;1.96788917;1073;;678;138;316;454;-48;1084;;6491;;0.895438056;2;13651.2
2020;3;20200319;9.862947418;0;0;0.921658015;2.06788917;1095;;634;138;348;486;-40;1080;;6491;;0.921658015;2.1;13305.6
2020;3;20200320;10.74709147;3.952953632;5.317270183;0.812914608;1.970872669;1082;;626;138;499;637;-43;1220;;6491;;0.812914608;2;13046.4
2020;3;20200321;5.961180298;0.324055382;1.271796482;0.043494167;0.623094436;1066;;642;138;331;469;7;1118;;6491;;0.043494167;0.6;12614.4
2020;3;20200322;3.361180298;0;0;0.606548384;1.429624481;1043;;612;138;284;422;-42;992;;6491;;0.606548384;1.4;11836.8
2020;3;20200323;1.499152607;0;0;2.555572636;2.285082505;1090;;571;138;362;500;-46;1025;;6491;;2.555572636;2.3;12096
2020;3;20200324;1.429944772;0;0;2.401451218;2.034441736;1061;;497;138;493;631;-30;1098;;6491;;2.401451218;2;11836.8
2020;3;20200325;1.628005753;0;0;2.061193067;1.934441736;1055;;527;138;393;531;-54;1004;;6491;;2.061193067;1.9;11145.6
2020;3;20200326;0.461928126;0;0;0.602505682;1.154055522;1075;;512;138;583;721;-40;1193;;6491;;0.602505682;1.2;10713.6
2020;3;20200327;4.090781273;0;0;1.140622471;1.846441629;1101;;498;138;513;651;-24;1125;;6491;;1.140622471;1.8;10108.8
2020;3;20200328;7.249950218;0;0;1.399655684;2.193967105;1151;;469;138;494;632;-35;1066;;6491;;1.399655684;2.2;9331.2
2020;3;20200329;3.525894836;11.00205068;11.25224127;0.09039776;0.829314191;1053;;443;138;614;752;-32;1163;;6491;;0.09039776;0.8;10368
2020;3;20200330;0.915008553;0.049030491;2.04359377;0.192306333;0.868386321;1048;;462;137;520;657;-217;902;;6491;;0.192306333;0.9;11836.8
2020;3;20200331;1.279723091;0;0;1.949056213;2.021944692;1031;;433;138;578;716;11;1160;;6491;;1.949056213;2;10800
2020;4;20200401;2.103950371;0;0;1.944153165;2.064905671;1063;;428;138;633;771;-112;1087;;6491;;1.944153165;2.1;10281.6
2020;4;20200402;5.432903082;0;0;2.105352468;2.375503063;1182;;427;138;602;740;-326;841;;6491;;2.105352468;2.4;8985.6
2020;4;20200403;6.512897636;0;0;2.018575227;2.364905671;1182;;400;138;634;772;-344;828;;6491;;2.018575227;2.4;8726.4
2020;4;20200404;6.711878344;0;0;1.956524323;2.533944585;1191;Rohrleitungsbruch Weingartenstrasse;395;138;559;697;-153;939;;6491;;1.956524323;2.5;8640
2020;4;20200405;8.088842254;0;0;2.07911653;2.841811235;1089;;392;138;633;771;-260;903;;6491;;2.07911653;2.8;8035.2
2020;4;20200406;10.33889204;0;0;2.26864671;3.054242382;1128;;196;138;596;734;110;1040;;6491;;2.26864671;3.1;8380.8
2020;4;20200407;11.68792253;0;0;2.427053883;3.389336711;1136;;90;138;627;765;246;1101;Quellen Weid / Langacker ausser Betrieb;6491;;2.427053883;3.4;8121.6
2020;4;20200408;12.16294742;0;0;2.553055516;3.290917709;1171;;109;138;586;724;278;1111;;6491;;2.553055516;3.3;7603.2
